w01,9.0,0.0,1.0,0.7254305752351178
w02,0.0,454.0,28.0,0.053308826638712316
w03,9.0,0.0,1.0,0.4688883727531725
w04,9.0,0.0,1.0,0.3912302434033562
w05,9.0,0.0,1.0,0.6164932586359806
w06,9.0,0.0,1.0,0.13645269979383146
w07,9.0,0.0,1.0,4.5372491650759645
w08,9.0,0.0,1.0,0.6634293762915288
w09,9.0,0.0,1.0,0.4444480129711848
w10,9.0,0.0,1.0,0.5979467552090285
w11,9.0,0.0,1.0,0.44543800204550577
w12,9.0,0.0,1.0,1.4904555091945022
w13,9.0,0.0,1.0,0.4488309554308466
w14,9.0,0.0,1.0,0.480809693124388
w15,9.0,0.0,1.0,0.5714428494050183
w16,9.0,0.0,1.0,0.5707940608052724
w17,9.0,0.0,1.0,0.08423158875375503
w18,9.0,0.0,1.0,0.5133851496051872
w19,0.0,308.0,19.0,4.889363454856238
w20,9.0,0.0,1.0,0.6022924848461364
w21,9.0,0.0,1.0,0.6712270168202557
w22,9.0,0.0,1.0,0.5775536687357176
w23,9.0,0.0,1.0,0.4117907279350581
w24,9.0,0.0,1.0,0.4266226580723871
w25,9.0,0.0,1.0,0.6181163314964578
w26,9.0,0.0,1.0,0.36376416717832494
w27,9.0,0.0,1.0,0.4961836381378102
w28,9.0,0.0,1.0,0.28080679384393104
w29,9.0,0.0,1.0,0.4629242294485403
w30,9.0,0.0,1.0,0.015000271907469031
w31,9.0,0.0,1.0,0.6450141548500282
w32,9.0,0.0,1.0,0.4541551795134364
w33,9.0,0.0,1.0,0.01911006984693755
w34,9.0,0.0,1.0,0.5750004375419033
w35,9.0,0.0,1.0,0.022724188983750976
w36,9.0,0.0,1.0,0.01902340635606449
w37,9.0,0.0,1.0,0.6666531727417647
w38,9.0,0.0,1.0,0.3284720329104753
w39,9.0,0.0,1.0,0.01714484502451577
w40,9.0,0.0,1.0,0.008135111551611864
w41,9.0,0.0,1.0,0.04780208599751906
w42,9.0,0.0,1.0,0.4553739259991684
w43,9.0,0.0,1.0,0.360663858970134
w44,9.0,0.0,1.0,0.5799646630990689
w45,9.0,0.0,1.0,0.002304352037119505
w46,9.0,0.0,1.0,0.17522042434801807
w47,9.0,0.0,1.0,0.0014781006455358984
w48,9.0,0.0,1.0,0.6656172393150406
w49,9.0,0.0,1.0,0.4073081111663199
w50,0.0,324.0,20.0,0.5703885123660846
w51,9.0,0.0,1.0,0.174727209169484
w52,9.0,0.0,1.0,0.3814209418359551
w53,9.0,0.0,1.0,0.5860327158595899
w54,9.0,0.0,1.0,0.5356855630421439
w55,9.0,0.0,1.0,0.4378500677091576
w56,9.0,0.0,1.0,0.09936459119264432
w57,9.0,0.0,1.0,0.07686168549623705
w58,9.0,0.0,1.0,0.2651452946266349
w59,9.0,0.0,1.0,0.33295274318601065
w60,9.0,0.0,1.0,0.5025855712677756
w61,9.0,0.0,1.0,0.4677515402522696
w62,9.0,0.0,1.0,0.6370631271966125
w63,9.0,0.0,1.0,0.5856648502992694
w64,9.0,0.0,1.0,0.6272844120653586
w65,9.0,0.0,1.0,0.6833493061397817
w66,9.0,0.0,1.0,0.4563148974293651
w67,9.0,0.0,1.0,0.16071710759559174
w68,9.0,0.0,1.0,0.03755404499314141
w69,9.0,0.0,1.0,0.4974769604590653
w70,9.0,0.0,1.0,0.08311482437182965
w71,9.0,0.0,1.0,0.4188029925702375
w72,9.0,0.0,1.0,0.17896927995655873
w73,9.0,0.0,1.0,0.4527395348883426
w74,9.0,0.0,1.0,0.09633971976409253
w75,9.0,0.0,1.0,0.08517643156293374
w76,9.0,0.0,1.0,0.06758840354641446
w77,9.0,0.0,1.0,0.3925213645997092
w78,9.0,0.0,1.0,0.31708902043903103
w79,9.0,0.0,1.0,0.2167386062619293
w80,9.0,0.0,1.0,0.4623609537660092
w81,9.0,0.0,1.0,0.6406276248614261
w82,9.0,0.0,1.0,0.3825346278943652
w83,9.0,0.0,1.0,0.459534880448665
w84,9.0,0.0,1.0,0.0722979941710964
w85,9.0,0.0,1.0,0.6686030745324921
w86,9.0,0.0,1.0,0.303595855032406
w87,9.0,0.0,1.0,0.17415459742097028
w88,9.0,0.0,1.0,0.19581116914218627
w89,9.0,0.0,1.0,0.17066641828995552
w90,9.0,0.0,1.0,0.6227890940985152
w91,718.0,0.0,66.0,0.1245655758906636
w92,9.0,0.0,1.0,0.6771859860564508
w93,9.0,0.0,1.0,0.6137519634888432
w94,9.0,0.0,1.0,0.651002683368537
w95,9.0,0.0,1.0,0.26305402598714456
w96,9.0,0.0,1.0,0.03425031705922611
w97,9.0,0.0,1.0,0.022927247210049174
w98,9.0,0.0,1.0,0.022726958156888886
w99,9.0,0.0,1.0,0.6485594788813039
w100,9.0,0.0,1.0,0.10480567519980193
w101,9.0,0.0,1.0,0.10486525426113186
w102,9.0,0.0,1.0,0.3502026896773748
w103,9.0,0.0,1.0,1.926537090300936
w104,9.0,0.0,1.0,0.5774225307750864
w105,9.0,0.0,1.0,0.5894377867437381
w106,9.0,0.0,1.0,0.10053369676811708
Overall,2,552,235.0,0.4707278534733559,0.21232830837521585
